1	9096	0.306802
2	2620	0.221877
3	1239	0.896055
4	3997	0.260284
5	5070	0.525665
6	2764	0.193850
7	4587	0.584212
8	3509	0.060103
9	897	0.177923
10	9172	0.106211
11	1471	0.465646
12	7808	0.673323
13	5948	0.779625
14	3950	0.500319
15	1517	0.945996
16	9202	0.580340
17	4567	0.967348
18	4089	0.024247
19	2351	0.944207
20	5813	0.868837
21	5198	0.853823
22	2449	0.246884
23	5024	0.187987
24	8899	0.914112
25	7053	0.559267
26	7313	0.163532
27	2474	0.025587
28	2185	0.385704
29	6245	0.270627
30	1651	0.572639
31	9146	0.926322
32	7475	0.522121
33	440	0.173032
34	1961	0.371892
35	4783	0.252444
36	9355	0.094061
37	1057	0.637770
38	6265	0.544750
39	1057	0.376837
40	9966	0.105009
41	706	0.753169
42	1692	0.329431
43	193	0.372843
44	5925	0.270377
45	9730	0.871058
46	597	0.432354
47	1652	0.735488
48	3939	0.002355
49	8781	0.361728
50	1472	0.293442
51	1520	0.890019
52	8642	0.922518
53	5550	0.319830
54	8502	0.902346
55	8841	0.867028
56	4186	0.796588
57	5715	0.902491
58	4491	0.486307
59	3574	0.735293
60	7375	0.726812
61	9347	0.152724
62	4978	0.907883
63	8833	0.163695
64	6350	0.929600
65	5775	0.111344
66	1883	0.540227
67	92	0.248194
68	9542	0.411640
69	3631	0.215855
70	1330	0.764786
71	4116	0.060637
72	3504	0.207858
73	7701	0.031110
74	842	0.384774
75	7497	0.698325
76	9739	0.827717
77	5399	0.218633
78	8483	0.748195
79	6854	0.975440
80	3174	0.307262
81	7956	0.871078
82	8689	0.032582
83	675	0.649099
84	9949	0.252721
85	8879	0.252877
86	6263	0.960499
87	2430	0.594377
88	839	0.760698
89	3829	0.950091
90	8873	0.353755
91	8649	0.762978
92	3947	0.655997
93	8147	0.027436
94	9474	0.690556
95	865	0.676426
96	9456	0.387918
97	1799	0.056168
98	4769	0.599452
99	5060	0.399966
100	4638	0.666542
101	3605	0.521820
102	7858	0.472265
103	4627	0.106619
104	5609	0.677770
105	1426	0.743882
106	1480	0.608494
107	9278	0.784631
108	9718	0.813012
109	7786	0.747303
110	6769	0.026355
111	3164	0.021480
112	7413	0.225713
113	6686	0.551997
114	7292	0.776275
115	8333	0.830568
116	2506	0.206906
117	1443	0.671176
118	6347	0.701614
119	9913	0.670111
120	2043	0.933640
121	5117	0.576755
122	9259	0.451736
123	7869	0.133779
124	3101	0.188089
125	4689	0.828166
126	1921	0.389487
127	4595	0.483450
128	8108	0.263165
129	5453	0.999624
130	3530	0.924201
131	263	0.396598
132	2316	0.514210
133	1063	0.431138
134	8283	0.637594
135	916	0.820298
136	7133	0.366330
137	8805	0.760886
138	8190	0.036409
139	6225	0.840352
140	228	0.421019
141	4614	0.619964
142	2515	0.302301
143	2800	0.260449
144	302	0.368013
145	9071	0.310961
146	9374	0.181735
147	91	0.226678
148	343	0.277927
149	3092	0.571427
150	927	0.026447
151	4778	0.341599
152	3657	0.410854
153	4518	0.978636
154	9264	0.481176
155	9853	0.152955
156	6658	0.581110
157	6325	0.253177
158	7300	0.574687
159	2166	0.506249
160	858	0.265040
161	973	0.687994
162	546	0.757953
163	9845	0.535573
164	3509	0.633707
165	9542	0.359682
166	1588	0.074294
167	9359	0.956380
168	3553	0.320539
169	2024	0.252767
170	7075	0.003255
171	7683	0.864346
172	1343	0.428114
173	6046	0.136613
174	6543	0.962408
175	3539	0.326045
176	5072	0.587095
177	1646	0.996628
178	116	0.824460
179	7853	0.121133
180	464	0.937574
181	5046	0.100963
182	3959	0.400440
183	7220	0.793824
184	6281	0.896284
185	5211	0.709498
186	6902	0.355992
187	2365	0.424358
188	17	0.212171
189	7501	0.816087
190	4534	0.551344
191	4764	0.687236
192	9314	0.798841
193	5749	0.671883
194	1045	0.761342
195	1241	0.707396
196	3592	0.326513
197	3511	0.602591
198	2206	0.894506
199	7603	0.998292
200	4028	0.648164
201	8599	0.380481
202	4283	0.231666
203	608	0.281430
204	5641	0.311720
205	9405	0.076307
206	8964	0.144847
207	2906	0.752275
208	9326	0.026054
209	2657	0.407369
210	584	0.760382
211	7994	0.191212
212	40	0.691532
213	7076	0.422223
214	6221	0.816108
215	1632	0.069199
216	7571	0.968107
217	7737	0.240954
218	3627	0.413103
219	5889	0.063797
220	9673	0.100084
221	593	0.056933
222	6697	0.491970
223	1693	0.248092
224	9312	0.352587
225	4948	0.708120
226	686	0.786875
227	1978	0.894666
228	3758	0.656074
229	315	0.520723
230	7069	0.911363
231	7091	0.506861
232	2041	0.296652
233	4287	0.382477
234	5788	0.330687
235	6336	0.131351
236	5635	0.273280
237	472	0.792479
238	4809	0.504855
239	3201	0.343988
240	6093	0.426416
241	5117	0.962050
242	4245	0.649407
243	281	0.720499
244	6895	0.869454
245	5266	0.455076
246	6210	0.506032
247	11	0.071176
248	2084	0.421120
249	5563	0.669863
250	2778	0.304425
251	6441	0.699065
252	3671	0.463368
253	6146	0.974366
254	647	0.674145
255	1830	0.117332
256	4708	0.245480
257	3737	0.011447
258	9334	0.425027
259	1837	0.652656
260	2861	0.391804
261	6940	0.510243
262	4735	0.470698
263	6374	0.442431
264	1142	0.946782
265	525	0.433057
266	5560	0.123748
267	3595	0.152828
268	85	0.303463
269	7979	0.872139
270	297	0.701799
271	4933	0.043814
272	9846	0.773320
273	3195	0.282132
274	9203	0.735278
275	2061	0.339002
276	3870	0.163791
277	2398	0.182556
278	2159	0.638866
279	6567	0.305950
280	4634	0.636957
281	8689	0.695911
282	6381	0.740805
283	560	0.348443
284	4482	0.202328
285	9994	0.239505
286	4622	0.931257
287	9800	0.056427
288	3198	0.563841
289	7891	0.354030
290	5269	0.366600
291	355	0.538175
292	2626	0.521176
293	6393	0.190890
294	7959	0.694474
295	2282	0.864720
296	7235	0.722227
297	2607	0.144952
298	9489	0.726024
299	9505	0.604464
300	2402	0.928273
301	572	0.669529
302	7127	0.465450
303	9547	0.574780
304	6611	0.853766
305	2867	0.433119
306	5034	0.476669
307	5302	0.007469
308	5946	0.431079
309	2253	0.705553
310	8914	0.730805
311	8363	0.516546
312	7831	0.433287
313	2457	0.492441
314	4973	0.757786
315	9551	0.769473
316	7835	0.693858
317	7753	0.252019
318	4311	0.923669
319	7513	0.513749
320	4290	0.610724
321	5396	0.510862
322	8290	0.126281
323	6203	0.953540
324	3562	0.593609
325	1390	0.748479
326	4703	0.618377
327	7326	0.914717
328	3507	0.916202
329	2037	0.089162
330	312	0.791089
331	1363	0.164324
332	90	0.774727
333	5817	0.524758
334	973	0.598901
335	7115	0.637917
336	5666	0.804125
337	4894	0.073415
338	560	0.124437
339	9952	0.462700
340	4499	0.769330
341	3534	0.732005
342	4944	0.004906
343	6323	0.863591
344	9792	0.343199
345	7762	0.593572
346	7506	0.673136
347	4395	0.369790
348	5118	0.787662
349	4987	0.598964
350	380	0.337736
351	435	0.735656
352	3289	0.695357
353	2397	0.049080
354	5827	0.172327
355	303	0.372421
356	3768	0.659794
357	7278	0.867167
358	6953	0.205986
359	6906	0.482904
360	4155	0.436359
361	5741	0.205114
362	3723	0.846810
